retention_in_hour,count
34,6
35,3
36,2
37,1
38,4
57,6
59,6
60,4
82,1
86,2
9,48
104,4
125,2
126,2
127,5
131,4
134,3
152,4
156,1
29,17
33,20
49,41
52,11
53,12
54,16
61,17
62,29
99,96
101,43
12,102
124,53
13,175
135,11
136,31
141,67
146,74
166,98
28,949
39,152
42,309
43,278
45,160
46,322
47,401
50,223
51,174
55,189
63,129
64,610
66,610
67,410
68,788
69,209
71,999
7,3127
74,291
75,568
76,358
77,153
87,237
100,274
111,320
11,3597
118,234
121,249
123,528
138,255
0,138261
140,588
142,966
145,586
147,394
148,466
149,413
150,175
15,2499
159,305
160,314
163,364
164,379
17,7653
23,8571
24,2419
27,1838
31,3982
41,1669
48,2459
65,1136
70,2792
72,1108
73,7523
78,1493
79,4005
88,1429
89,2219
91,2927
92,4817
98,2624
112,4493
113,7180
115,1904
116,5211
117,9598
122,2039
1,259130
143,1081
144,1183
161,1080
162,1505
165,1227
16,60729
19,34033
20,49302
21,26975
2,194198
25,16602
30,56845
3,192723
32,57667
40,58884
4,141072
5,226660
56,53712
6,214969
80,57753
8,113994
90,14184
93,23843
94,94772
95,62074
96,10730
97,12806
10,113298
114,45338
119,68056
120,15440
137,25643
14,114257
167,66303
18,124902
22,116847
26,120272
44,118340
139,136986
